Name,License number,Address,Start of validity,End of validity,latitude,longitude,scrape_status,maps_place,maps_url
Tomore Trafik bt,DKE1010000264,1111 Budapest 11. ker. Karinthy Frigyes út 4/6,2013.07.01,2033.06.30,47.4777605,19.0488838,no_place,,"https://www.google.com/maps/search/1111+Budapest+11.+ker.+Karinthy+Frigyes+%C3%BAt+4%2F6/@47.4775356,19.0488517,17z/data=!3m1!4b1?hl=en&entry=ttu&g_ep=EgoyMDI2MDkxMy4wIKXMDSoASAFQAw%3D%3D"
Tomore Trafik bt,DKE1010000291,1115 Budapest 11. ker. Etele tér 5.,2013.07.01,2033.06.30,47.4656795,19.0228572,ok,"Budapest, Etele tér 5, 1115 Hungary","https://www.google.com/maps/place/Budapest,+Etele+t%C3%A9r+5,+1115+Hungary/@47.4656795,19.0228572,17z/data=!3m1!4b1!4m6!3m5!1s0x4741ddc1a1b35c0f:0xaffe06d4ec9e22a8!8m2!3d47.4656795!4d19.0228572!16s%2Fg%2F11rwlzw895?hl=en&entry=ttu&g_ep=EgoyMDI2MDkxMy4wIKXMDSoASAFQAw%3D%3D"
Törőpex Dohány Bt,DKE1010000292,1191 Budapest 19. ker. M3 metróvonal Kőbánya-Kispest állomás,2013.07.01,2033.06.30,,,no_place,,"https://www.google.com/maps/search/1191+Budapest+19.+ker.+M3+metr%C3%B3vonal+K%C5%91b%C3%A1nya-Kispest+%C3%A1llom%C3%A1s/@47.4629971,19.1483332,17z/data=!3m1!4b1?hl=en&entry=ttu&g_ep=EgoyMDI2MDkxMy4wIKXMDSoASAFQAw%3D%3D"
Törőpex Dohány Bt,DKE1700000188,1042 Budapest 04. ker. Rózsa utca Munkásotthon utca sarok,2013.07.01,2033.06.30,47.5595453,19.0991722,ok,"Budapest, Munkásotthon u. & Rózsa u., 1042 Hungary","https://www.google.com/maps/place/Budapest,+Munk%C3%A1sotthon+u.+%26+R%C3%B3zsa+u.,+1042+Hungary/@47.5595453,19.0991722,17z/data=!3m1!4b1!4m6!3m5!1s0x4741da49207fd2ab:0x4b30e86a879bbe31!8m2!3d47.5595453!4d19.0991722!16s%2Fg%2F11f354svj8?hl=en&entry=ttu&g_ep=EgoyMDI2MDkxMy4wIKXMDSoASAFQAw%3D%3D"
Tótász Pipa Bt,DKE1600000259,"1077 Budapest, Bethlen Gábor utca 8.",2022.11.30,2033.06.30,47.5016848,19.0809862,ok,"Budapest, Bethlen Gábor u. 8, 1077 Hungary","https://www.google.com/maps/place/Budapest,+Bethlen+G%C3%A1bor+u.+8,+1077+Hungary/@47.5016848,19.0809862,17z/data=!3m1!4b1!4m6!3m5!1s0x4741dc62f549fe93:0x935d9ad9c7102f76!8m2!3d47.5016848!4d19.0809862!16s%2Fg%2F11nnsc649s?hl=en&entry=ttu&g_ep=EgoyMDI2MDkxMy4wIKXMDSoASAFQAw%3D%3D"
Tóth Ágnes,DKE1600000068,1084 Budapest 08. ker. József körút 48.,2013.07.01,2033.06.30,47.4899938,19.0710268,ok,"Budapest, József krt. 48, 1085 Hungary","https://www.google.com/maps/place/Budapest,+J%C3%B3zsef+krt.+48,+1085+Hungary/@47.4899938,19.0710268,17z/data=!3m1!4b1!4m6!3m5!1s0x4741dc592803c799:0xae8a30cff679986e!8m2!3d47.4899938!4d19.0710268!16s%2Fg%2F11y3n80j0k?hl=en&entry=ttu&g_ep=EgoyMDI2MDkxMy4wIKXMDSoASAFQAw%3D%3D"
Touluol Bt,DKE1700000100,1131 Budapest 13. ker. Szent László utca 152.,2013.07.01,2033.06.30,47.5402778,19.0931196,ok,"Budapest, Szent László út 152, 1131 Hungary","https://www.google.com/maps/place/Budapest,+Szent+L%C3%A1szl%C3%B3+%C3%BAt+152,+1131+Hungary/@47.5402778,19.0931196,17z/data=!3m1!4b1!4m6!3m5!1s0x4741dbbadfde3607:0x6ae792003b2e3618!8m2!3d47.5402778!4d19.0931196!16s%2Fg%2F11jn4dyz5y?hl=en&entry=ttu&g_ep=EgoyMDI2MDkxMy4wIKXMDSoASAFQAw%3D%3D"
Traficum Bt,DKE5110000191,"6723 Szeged, Budapesti körút 38.",2022.07.13,2033.06.30,46.2731219,20.1603742,ok,"Szeged, Budapesti krt. 38, 6723 Hungary","https://www.google.com/maps/place/Szeged,+Budapesti+krt.+38,+6723+Hungary/@46.2731219,20.1603742,17z/data=!3m1!4b1!4m6!3m5!1s0x474488024142a957:0xdac904fe1444d451!8m2!3d46.2731219!4d20.1603742!16s%2Fg%2F11wmh2st2r?hl=en&entry=ttu&g_ep=EgoyMDI2MDkxMy4wIKXMDSoASAFQAw%3D%3D"
Trafik 4 You Bt.,DKE1700000021,1043 Budapest 04. ker. Berda József utca 50-54.,2013.07.01,2033.06.30,47.5559732,19.0884834,ok,"Budapest, Berda József u. 50, 1043 Hungary","https://www.google.com/maps/place/Budapest,+Berda+J%C3%B3zsef+u.+50,+1043+Hungary/@47.5559732,19.0884834,17z/data=!3m1!4b1!4m6!3m5!1s0x4741da350eb4bb93:0x7dd827267686db7c!8m2!3d47.5559732!4d19.0884834!16s%2Fg%2F11nnscdr1j?hl=en&entry=ttu&g_ep=EgoyMDI2MDkxMy4wIKXMDSoASAFQAw%3D%3D"
Trafik 4 You Bt.,DKE1700000022,1047 Budapest 04. ker. Attila utca 12-18. A épület fszt. 4.,2013.07.01,2033.06.30,47.5632057,19.081626,ok,Újpesti 0-24 Gyógyszertár,"https://www.google.com/maps/place/%C3%9Ajpesti+0-24+Gy%C3%B3gyszert%C3%A1r/@47.5632057,19.081626,17z/data=!3m1!4b1!4m6!3m5!1s0x4741db39cf7c4a29:0xee59438ff2a16e76!8m2!3d47.5632057!4d19.081626!16s%2Fg%2F11fvvjvtzh?hl=en&entry=ttu&g_ep=EgoyMDI2MDkxMy4wIKXMDSoASAFQAw%3D%3D"
Trafik Akumal Bt.,DKE1600000302,"1142 Budapest, Erzsébet királyné útja 60. B. ép.",2024.02.02,2033.06.30,47.5266007,19.1050884,ok,"Budapest, Erzsébet királyné útja 60-B. ép, 1142 Hungary","https://www.google.com/maps/place/Budapest,+Erzs%C3%A9bet+kir%C3%A1lyn%C3%A9+%C3%BAtja+60-B.+%C3%A9p,+1142+Hungary/@47.5266007,19.1050884,17z/data=!3m1!4b1!4m5!3m4!1s0x4741db7438949e93:0x1d679987b76f6f4b!8m2!3d47.5266007!4d19.1050884?hl=en&entry=ttu&g_ep=EgoyMDI2MDkxMy4wIKXMDSoASAFQAw%3D%3D"
Trafik Akumal Bt.,DKE1600000325,"1143 Budapest, Ilka utca 25.",2024.02.02,2033.06.30,47.5080199,19.0984939,ok,"Budapest, Ilka u. 25, 1143 Hungary","https://www.google.com/maps/place/Budapest,+Ilka+u.+25,+1143+Hungary/@47.5080199,19.0984939,17z/data=!3m1!4b1!4m6!3m5!1s0x4741dc8308724791:0xb0dc1e5e57ed52f8!8m2!3d47.5080199!4d19.0984939!16s%2Fg%2F11knktkvjk?hl=en&entry=ttu&g_ep=EgoyMDI2MDkxMy4wIKXMDSoASAFQAw%3D%3D"
Trafik Akumal Bt.,DKE1600000326,1142 Budapest 14. ker. Nagy Lajos Király 82/B,2016.04.22,2033.06.30,47.5118599,19.125057,ok,"Budapest, Nagy Lajos király útja 82b, 1148 Hungary","https://www.google.com/maps/place/Budapest,+Nagy+Lajos+kir%C3%A1ly+%C3%BAtja+82b,+1148+Hungary/@47.5118599,19.125057,17z/data=!3m1!4b1!4m6!3m5!1s0x4741db5c206e6785:0x11f6b4f55bc7fc89!8m2!3d47.5118599!4d19.125057!16s%2Fg%2F11fj5s867l?hl=en&entry=ttu&g_ep=EgoyMDI2MDkxMy4wIKXMDSoASAFQAw%3D%3D"
Trafik Holding Bt.,DKE1010000188,"1191 Budapest, Határ út M3 metrómegálló 150. üzlet",2026.07.22,2033.06.30,,,no_place,,"https://www.google.com/maps/search/1191+Budapest,+Hat%C3%A1r+%C3%BAt+M3+metr%C3%B3meg%C3%A1ll%C3%B3+150.+%C3%BCzlet/@47.4648325,19.1271861,17z/data=!3m1!4b1?hl=en&entry=ttu&g_ep=EgoyMDI2MDkxMy4wIKXMDSoASAFQAw%3D%3D"
Trafik Holding Bt.,DKE1700000092,"1039 Budapest, Rákóczi utca 36.",2022.01.14,2033.06.30,47.5807034,19.0496215,ok,"Budapest, Rákóczi u. 36, 1039 Hungary","https://www.google.com/maps/place/Budapest,+R%C3%A1k%C3%B3czi+u.+36,+1039+Hungary/@47.5807034,19.0496215,17z/data=!3m1!4b1!4m6!3m5!1s0x4741d9954d6df8e3:0x4c2cf7d2c9adf113!8m2!3d47.5807034!4d19.0496215!16s%2Fg%2F11hjhh5js7?hl=en&entry=ttu&g_ep=EgoyMDI2MDkxMy4wIKXMDSoASAFQAw%3D%3D"
Trafik Trend Bt,DKE1010000036,1096 Budapest 09. ker. Viola utca 35. 8/B.,2013.07.01,2033.06.30,47.4791177,19.074408,ok,Actor Hotel Budapest,"https://www.google.com/maps/place/Actor+Hotel+Budapest/@47.4791177,19.074408,17z/data=!3m1!4b1!4m9!3m8!1s0x4741c4d1714ae389:0x8b3846c36da4234f!5m2!4m1!1i2!8m2!3d47.4791177!4d19.074408!16s%2Fg%2F1tz7050r?hl=en&entry=ttu&g_ep=EgoyMDI2MDkxMy4wIKXMDSoASAFQAw%3D%3D"
Trafik Trend Bt.,DKE1010000040,"1195 Budapest, Városház tér 6.",2026.01.12,2033.06.30,47.4527147,19.1507361,ok,"Budapest, Városház tér 6, 1195 Hungary","https://www.google.com/maps/place/Budapest,+V%C3%A1rosh%C3%A1z+t%C3%A9r+6,+1195+Hungary/@47.4527147,19.1507361,17z/data=!3m1!4b1!4m6!3m5!1s0x4741c2e5155b321b:0xb30d30d9b146d7f6!8m2!3d47.4527147!4d19.1507361!16s%2Fg%2F11hdlnvb4p?hl=en&entry=ttu&g_ep=EgoyMDI2MDkxMy4wIKXMDSoASAFQAw%3D%3D"
Trafik Város Bt,DKE1010000295,"1097 Budapest, 38236/202. hrsz.",2025.03.27,2033.06.30,47.4978789,19.0402383,no_place,,"https://www.google.com/maps/search/1097+Budapest,+38236%2F202.+hrsz./@47.4890751,19.0495136,13z/data=!3m1!4b1?hl=en&entry=ttu&g_ep=EgoyMDI2MDkxMy4wIKXMDSoASAFQAw%3D%3D"
Trafik Város Bt,DKE1010000305,1098 Budapest 09. ker. Napfény utca 2.,2013.07.01,2033.06.30,47.4632626,19.1153043,ok,"Budapest, Napfény u. 2, 1098 Hungary","https://www.google.com/maps/place/Budapest,+Napf%C3%A9ny+u.+2,+1098+Hungary/@47.4632626,19.1153043,17z/data=!3m1!4b1!4m6!3m5!1s0x4741dd150cecdd65:0xbac6526659457254!8m2!3d47.4632626!4d19.1153043!16s%2Fg%2F11vjcp7hsc?hl=en&entry=ttu&g_ep=EgoyMDI2MDkxMy4wIKXMDSoASAFQAw%3D%3D"
Trafik Város Bt,DKE1010000306,1097 Budapest 09. ker. Mester utca 22.,2013.07.01,2033.06.30,47.4793255,19.0727945,ok,Impasto Pizza,"https://www.google.com/maps/place/Impasto+Pizza/@47.4793255,19.0727945,17z/data=!3m1!4b1!4m6!3m5!1s0x4741dd90b377cfb7:0xee1b7a8340c60ec5!8m2!3d47.4793255!4d19.0727945!16s%2Fg%2F11fl6_0lfj?hl=en&entry=ttu&g_ep=EgoyMDI2MDkxMy4wIKXMDSoASAFQAw%3D%3D"
TRAFIK VÁROS Bt.,DKE1010000315,"1097 Budapest, Illatos út 1.",2022.02.02,2033.06.30,47.454496,19.0882992,ok,"Budapest, Illatos út 1, 1097 Hungary","https://www.google.com/maps/place/Budapest,+Illatos+%C3%BAt+1,+1097+Hungary/@47.454496,19.0882992,17z/data=!3m1!4b1!4m6!3m5!1s0x4741dd38d85e0b3d:0x97987f0ebc419104!8m2!3d47.454496!4d19.0882992!16s%2Fg%2F11vwhhd0l4?hl=en&entry=ttu&g_ep=EgoyMDI2MDkxMy4wIKXMDSoASAFQAw%3D%3D"
Trafik-System Dél Bt.,DKE1600000301,"1064 Budapest, Vörösmarty utca 63.",2023.02.17,2033.06.30,47.5097629,19.063131,ok,"Budapest, Vörösmarty u. 63, 1064 Hungary","https://www.google.com/maps/place/Budapest,+V%C3%B6r%C3%B6smarty+u.+63,+1064+Hungary/@47.5097629,19.063131,17z/data=!3m1!4b1!4m6!3m5!1s0x4741dc72532c30bf:0xf22e6aa45ad2680a!8m2!3d47.5097629!4d19.063131!16s%2Fg%2F11j8vzld0d?hl=en&entry=ttu&g_ep=EgoyMDI2MDkxMy4wIKXMDSoASAFQAw%3D%3D"
Trafikál Trade Bt,DKE1010000224,1113 Budapest 11. ker. Karolina út 37/a,2013.07.01,2033.06.30,47.4778269,19.0317283,ok,"Budapest, Karolina út 37/A, 1113 Hungary","https://www.google.com/maps/place/Budapest,+Karolina+%C3%BAt+37%2FA,+1113+Hungary/@47.4778269,19.0317283,17z/data=!3m1!4b1!4m6!3m5!1s0x4741ddcbc458eff7:0xaa52f74a07e2324f!8m2!3d47.4778269!4d19.0317283!16s%2Fg%2F11x_r55nhv?hl=en&entry=ttu&g_ep=EgoyMDI2MDkxMy4wIKXMDSoASAFQAw%3D%3D"
Trafikál Trade Bt,DKE1600000218,1106 Budapest 10. ker. Kerepesi   73.,2013.07.01,2033.06.30,47.5045992,19.1518478,ok,"Budapest, Kerepesi út 73, 1106 Hungary","https://www.google.com/maps/place/Budapest,+Kerepesi+%C3%BAt+73,+1106+Hungary/@47.5045992,19.1518478,17z/data=!3m1!4b1!4m6!3m5!1s0x4741c4a980232e07:0x194f9408a6d929a3!8m2!3d47.5045992!4d19.1518478!16s%2Fg%2F11bw3x5d8y?hl=en&entry=ttu&g_ep=EgoyMDI2MDkxMy4wIKXMDSoASAFQAw%3D%3D"
Trafikárium Bt.,DKE1010000241,"1117 Budapest, Hengermalom út 16.",2025.10.01,2033.06.30,47.4620423,19.0472009,ok,"Budapest, Hengermalom út 16, 1117 Hungary","https://www.google.com/maps/place/Budapest,+Hengermalom+%C3%BAt+16,+1117+Hungary/@47.4620423,19.0472009,17z/data=!3m1!4b1!4m6!3m5!1s0x4741dda3d19a4715:0xd93186dd409a7399!8m2!3d47.4620423!4d19.0472009!16s%2Fg%2F11gr7y3k1r?hl=en&entry=ttu&g_ep=EgoyMDI2MDkxMy4wIKXMDSoASAFQAw%3D%3D"
Trafikárium Bt.,DKE1010000256,"1116 Budapest, XI.ker 43903/2/A/28. címképzés alatt",2023.01.23,2033.06.30,47.5093347,19.0378502,no_place,,"https://www.google.com/maps/search/1116+Budapest,+XI.ker+43903%2F2%2FA%2F28.+c%C3%ADmk%C3%A9pz%C3%A9s+alatt/@47.446298,19.0315344,14z/data=!3m1!4b1?hl=en&entry=ttu&g_ep=EgoyMDI2MDkxMy4wIKXMDSoASAFQAw%3D%3D"
Trafikárium Bt.,DKE1010000278,"1119 Budapest, Etele út 32.",2023.01.23,2033.06.30,47.463281,19.034171,ok,"Budapest, Etele út 32, 1119 Hungary","https://www.google.com/maps/place/Budapest,+Etele+%C3%BAt+32,+1119+Hungary/@47.463281,19.034171,17z/data=!3m1!4b1!4m6!3m5!1s0x4741ddbdd788ab9b:0x18aeb634c8b75947!8m2!3d47.463281!4d19.034171!16s%2Fg%2F11rg68w_wt?hl=en&entry=ttu&g_ep=EgoyMDI2MDkxMy4wIKXMDSoASAFQAw%3D%3D"
Trafikárium Bt.,DKE1700000159,"1032 Budapest, Kiscelli utca 2.",2023.01.23,2033.06.30,47.5388081,19.0397361,ok,"Budapest, Kiscelli u. 2, 1032 Hungary","https://www.google.com/maps/place/Budapest,+Kiscelli+u.+2,+1032+Hungary/@47.5388081,19.0397361,17z/data=!3m1!4b1!4m6!3m5!1s0x4741d95c4908fb9d:0xaa2fe1c25fe52476!8m2!3d47.5388081!4d19.0397361!16s%2Fg%2F11nnkqqlk6?hl=en&entry=ttu&g_ep=EgoyMDI2MDkxMy4wIKXMDSoASAFQAw%3D%3D"
Trafikárium Tabak Bt.,DKE1010000226,1212 Budapest 21. ker. Szebeni utca 2.,2013.07.01,2033.06.30,47.4202861,19.0735715,ok,"Budapest, Szebeni u. 2, 1212 Hungary","https://www.google.com/maps/place/Budapest,+Szebeni+u.+2,+1212+Hungary/@47.4202861,19.0735715,17z/data=!3m1!4b1!4m6!3m5!1s0x4741e7e5b8089e73:0x12032f8dc4a9025a!8m2!3d47.4202861!4d19.0735715!16s%2Fg%2F11fswgfmcz?hl=en&entry=ttu&g_ep=EgoyMDI2MDkxMy4wIKXMDSoASAFQAw%3D%3D"
Trafikárium Tabak Bt.,DKE1010000281,"1185 Budapest, BUD
 Nemzetközi Repülőtér T 2 A
 1.106 üzlet (érkezési szint)",2024.07.13,2033.06.30,,,no_place,,"https://www.google.com/maps/search/1185+Budapest,+BUD%0A+Nemzetk%C3%B6zi+Rep%C3%BCl%C5%91t%C3%A9r+T+2+A%0A+1.106+%C3%BCzlet+(%C3%A9rkez%C3%A9si+szint)/@47.4341624,19.2434329,15z/data=!3m1!4b1?hl=en&entry=ttu&g_ep=EgoyMDI2MDkxMy4wIKXMDSoASAFQAw%3D%3D"
Trafikárium Tabak Bt.,DKE1700000101,1048 Budapest 04. ker. Megyeri út 205. C ép.,2013.07.01,2033.06.30,47.5927699,19.11839,ok,"Budapest, Megyeri út 205-C ép, 1048 Hungary","https://www.google.com/maps/place/Budapest,+Megyeri+%C3%BAt+205-C+%C3%A9p,+1048+Hungary/@47.5927699,19.11839,17z/data=!3m1!4b1!4m5!3m4!1s0x4741d09f13370ccb:0x78eb0d0d63b34bd2!8m2!3d47.5927699!4d19.11839?hl=en&entry=ttu&g_ep=EgoyMDI2MDkxMy4wIKXMDSoASAFQAw%3D%3D"
Trafikmax Bt.,DKE1700000113,"1039 Budapest, Csobánka tér 3.",2021.11.29,2033.06.30,47.5989315,19.052086,ok,"Budapest, Csobánka tér 3, 1039 Hungary","https://www.google.com/maps/place/Budapest,+Csob%C3%A1nka+t%C3%A9r+3,+1039+Hungary/@47.5989315,19.052086,17z/data=!3m1!4b1!4m6!3m5!1s0x4741d9d8dcde633b:0xb12202ed2e5ef1c6!8m2!3d47.5989315!4d19.052086!16s%2Fg%2F11csl2xrrn?hl=en&entry=ttu&g_ep=EgoyMDI2MDkxMy4wIKXMDSoASAFQAw%3D%3D"
Trafikmax Bt.,DKE1700000114,"1033 Budapest, Zab utca 10.",2026.08.17,2033.06.30,47.553786,19.041552,ok,"Budapest, Zab u. 10, 1033 Hungary","https://www.google.com/maps/place/Budapest,+Zab+u.+10,+1033+Hungary/@47.553786,19.041552,17z/data=!3m1!4b1!4m6!3m5!1s0x4741d9705161dc15:0xf3f1f6d911fc3d74!8m2!3d47.553786!4d19.041552!16s%2Fg%2F11nr8773q9?hl=en&entry=ttu&g_ep=EgoyMDI2MDkxMy4wIKXMDSoASAFQAw%3D%3D"
Trafikon Tobacco Bt.,DKE1010000137,1092 Budapest 09. ker. Bakáts tér 2.,2013.07.01,2033.06.30,47.4828304,19.0661502,ok,"Budapest, Bakáts tér 2, 1092 Hungary","https://www.google.com/maps/place/Budapest,+Bak%C3%A1ts+t%C3%A9r+2,+1092+Hungary/@47.4828304,19.0661502,17z/data=!3m1!4b1!4m6!3m5!1s0x4741dc565f4f0f8b:0x83112f88ed4fe84e!8m2!3d47.4828304!4d19.0661502!16s%2Fg%2F11nnkly92k?hl=en&entry=ttu&g_ep=EgoyMDI2MDkxMy4wIKXMDSoASAFQAw%3D%3D"
Trafikoord Sales Bt.,DKE1600000188,"1082 Budapest, Baross utca 70-72.",2022.06.10,2033.06.30,47.489656,19.0766787,ok,"Budapest, Baross u 70-72, 1082 Hungary","https://www.google.com/maps/place/Budapest,+Baross+u+70-72,+1082+Hungary/@47.489656,19.0766787,17z/data=!3m1!4b1!4m6!3m5!1s0x4741dcf5dff83749:0x355f15d62d70bcd9!8m2!3d47.489656!4d19.0766787!16s%2Fg%2F11q2vxs1h6?hl=en&entry=ttu&g_ep=EgoyMDI2MDkxMy4wIKXMDSoASAFQAw%3D%3D"
Trafikoord Sales Bt.,DKE1600000190,"1076 Budapest, Garay tér 3-4.",2022.06.10,2033.06.30,47.503758,19.0847488,ok,"Budapest, Garay tér 3-4, 1076 Hungary","https://www.google.com/maps/place/Budapest,+Garay+t%C3%A9r+3-4,+1076+Hungary/@47.503758,19.0847488,17z/data=!3m1!4b1!4m6!3m5!1s0x4741dc87fc0f5767:0x9d51491884d231b7!8m2!3d47.503758!4d19.0847488!16s%2Fg%2F11xt3xz2bk?hl=en&entry=ttu&g_ep=EgoyMDI2MDkxMy4wIKXMDSoASAFQAw%3D%3D"
Trio M3 Kereskedelmi Bt,DKE1600000317,1171 Budapest 17. ker. Péceli út 147.,2014.10.15,2034.08.26,47.4850003,19.281502,ok,"Budapest, Péceli út 147, 1171 Hungary","https://www.google.com/maps/place/Budapest,+P%C3%A9celi+%C3%BAt+147,+1171+Hungary/@47.4850003,19.281502,17z/data=!3m1!4b1!4m6!3m5!1s0x4741c6c98c768477:0xb462698812d895dc!8m2!3d47.4850003!4d19.281502!16s%2Fg%2F11hf81l2cq?hl=en&entry=ttu&g_ep=EgoyMDI2MDkxMy4wIKXMDSoASAFQAw%3D%3D"
Triola-Trafik Bt,DKE1600000046,1154 Budapest 15. ker. Bezerédi Pál utca 136.,2013.07.01,2033.06.30,47.5503562,19.1175339,ok,"Budapest, Bezerédj Pál u. 136, 1152 Hungary","https://www.google.com/maps/place/Budapest,+Bezer%C3%A9dj+P%C3%A1l+u.+136,+1152+Hungary/@47.5503562,19.1175339,17z/data=!3m1!4b1!4m6!3m5!1s0x4741daff8e7337ab:0xc6cf0bd75ec31e8e!8m2!3d47.5503562!4d19.1175339!16s%2Fg%2F11fwhk_kxr?hl=en&entry=ttu&g_ep=EgoyMDI2MDkxMy4wIKXMDSoASAFQAw%3D%3D"
Tsmith Dohány Bt,DKE1700000241,"1138 Budapest, Váci út 165.",2023.04.12,2033.06.30,47.5511874,19.0745997,ok,"Budapest, Váci út 165, 1138 Hungary","https://www.google.com/maps/place/Budapest,+V%C3%A1ci+%C3%BAt+165,+1138+Hungary/@47.5511874,19.0745997,17z/data=!3m1!4b1!4m6!3m5!1s0x4741dbcddfe5c8ed:0xc192274928672dea!8m2!3d47.5511874!4d19.0745997!16s%2Fg%2F11c5n3nlsb?hl=en&entry=ttu&g_ep=EgoyMDI2MDkxMy4wIKXMDSoASAFQAw%3D%3D"
Tubak Trafik Bt,DKE1600000059,1163 Budapest 16. ker. Veres Péter utca 15/c.,2013.07.01,2033.06.30,47.5135015,19.1994922,no_place,,"https://www.google.com/maps/search/1163+Budapest+16.+ker.+Veres+P%C3%A9ter+utca+15%2Fc./@47.5074306,19.1718649,17z/data=!3m1!4b1?hl=en&entry=ttu&g_ep=EgoyMDI2MDkxMy4wIKXMDSoASAFQAw%3D%3D"
Tündi Trafik Bt.,DKE1010000219,"1117 Budapest, Völgycsillag utca 2.",2026.01.30,2033.06.30,47.468257,19.056258,ok,"Budapest, Völgycsillag u 2, 1117 Hungary","https://www.google.com/maps/place/Budapest,+V%C3%B6lgycsillag+u+2,+1117+Hungary/@47.468257,19.056258,17z/data=!3m1!4b1!4m6!3m5!1s0x4741dda87cef5a69:0xbc439df44c34e196!8m2!3d47.468257!4d19.056258!16s%2Fg%2F11z7qnpvxf?hl=en&entry=ttu&g_ep=EgoyMDI2MDkxMy4wIKXMDSoASAFQAw%3D%3D"
