Name,License number,Address,Start of validity,End of validity,latitude,longitude,scrape_status,maps_place,maps_url
Szijártó Tobacco Bt,DKE1600000109,1086 Budapest 08. ker. Teleki László tér 8-9 fsz 22.,2013.07.01,2033.06.30,47.4929873,19.084696,ok,Teleki Dental,"https://www.google.com/maps/place/Teleki+Dental/@47.4929873,19.084696,17z/data=!3m1!4b1!4m6!3m5!1s0x4741dddeef2887f7:0xe668d6916a2c0100!8m2!3d47.4929873!4d19.084696!16s%2Fg%2F11j0w7xz6z?hl=en&entry=ttu&g_ep=EgoyMDI2MDkxMy4wIKXMDSoASAFQAw%3D%3D"
Szijj Sándor,DKE1010000102,"1223 Budapest, Kelenvölgyi utca 4.",2023.05.19,2033.06.30,47.430586,19.0038031,ok,"Budapest, Kelenvölgyi u. 4, 1223 Hungary","https://www.google.com/maps/place/Budapest,+Kelenv%C3%B6lgyi+u.+4,+1223+Hungary/@47.430586,19.0038031,17z/data=!3m1!4b1!4m6!3m5!1s0x4741e741fdba0a01:0xbd84daeb3febbfa5!8m2!3d47.430586!4d19.0038031!16s%2Fg%2F11zbqjt4zs?hl=en&entry=ttu&g_ep=EgoyMDI2MDkxMy4wIKXMDSoASAFQAw%3D%3D"
Szikra Trafik Bt.,DKE1010000163,1192 Budapest 19. ker. Kós Károly tér 1.,2013.07.01,2033.06.30,47.4562716,19.1273205,ok,"Budapest, Kós Károly tér 1, 1192 Hungary","https://www.google.com/maps/place/Budapest,+K%C3%B3s+K%C3%A1roly+t%C3%A9r+1,+1192+Hungary/@47.4562716,19.1273205,17z/data=!3m1!4b1!4m6!3m5!1s0x4741c2dab88046a5:0xeecc7f7a96dcc220!8m2!3d47.4562716!4d19.1273205!16s%2Fg%2F11nnkwn_gf?hl=en&entry=ttu&g_ep=EgoyMDI2MDkxMy4wIKXMDSoASAFQAw%3D%3D"
Szikra Trafik Bt.,DKE1010000166,1212 Budapest 21. ker. II. Rákóczi Ferenc utca 167.,2013.07.01,2033.06.30,47.4220601,19.06563,ok,"Budapest, II. Rákóczi Ferenc út 167, 1212 Hungary","https://www.google.com/maps/place/Budapest,+II.+R%C3%A1k%C3%B3czi+Ferenc+%C3%BAt+167,+1212+Hungary/@47.4220601,19.06563,17z/data=!3m1!4b1!4m6!3m5!1s0x4741e7ee9087b883:0xa67050e6b048f40e!8m2!3d47.4220601!4d19.06563!16s%2Fg%2F11fwhm5knh?hl=en&entry=ttu&g_ep=EgoyMDI2MDkxMy4wIKXMDSoASAFQAw%3D%3D"
Szirák Dohány Bt,DKE1700000102,1139 Budapest 13. ker. Fáy utca 4.,2013.07.01,2033.06.30,47.5380085,19.0706598,ok,"Budapest, Fáy u. 4, 1139 Hungary","https://www.google.com/maps/place/Budapest,+F%C3%A1y+u.+4,+1139+Hungary/@47.5380085,19.0706598,17z/data=!3m1!4b1!4m6!3m5!1s0x4741dbc224530ca5:0x75602a265506c07a!8m2!3d47.5380085!4d19.0706598!16s%2Fg%2F11pzt55rzt?hl=en&entry=ttu&g_ep=EgoyMDI2MDkxMy4wIKXMDSoASAFQAw%3D%3D"
Szirák Dohány Bt,DKE1700000239,1137 Budapest 13. ker. Szent István körút 20,2013.07.09,2033.06.30,47.5116595,19.0527797,ok,"Budapest, Szent István krt. 20, 1137 Hungary","https://www.google.com/maps/place/Budapest,+Szent+Istv%C3%A1n+krt.+20,+1137+Hungary/@47.5116595,19.0527797,17z/data=!3m1!4b1!4m6!3m5!1s0x4741dc0db01f317d:0xaecfb1e82cca2189!8m2!3d47.5116595!4d19.0527797!16s%2Fg%2F11tcq1hcjv?hl=en&entry=ttu&g_ep=EgoyMDI2MDkxMy4wIKXMDSoASAFQAw%3D%3D"
Szivar Torony CASTLE Bt.,DKE1700000105,"1054 Budapest, Báthory utca 8.",2020.09.02,2033.06.30,47.5061661,19.0504875,ok,"Budapest, Báthory utca 8, 1052 Hungary","https://www.google.com/maps/place/Budapest,+B%C3%A1thory+utca+8,+1052+Hungary/@47.5061661,19.0504875,17z/data=!3m1!4b1!4m6!3m5!1s0x4741dc13c6723b9f:0x5e14028259955b3a!8m2!3d47.5061661!4d19.0504875!16s%2Fg%2F11p106gmh6?hl=en&entry=ttu&g_ep=EgoyMDI2MDkxMy4wIKXMDSoASAFQAw%3D%3D"
Szivar Torony CASTLE Bt.,DKE1700000106,"1051 Budapest, Nádor utca 14. földszint",2024.12.09,2033.06.30,47.5008749,19.04815,ok,"Budapest, Nádor u. 14, 1051 Hungary","https://www.google.com/maps/place/Budapest,+N%C3%A1dor+u.+14,+1051+Hungary/@47.5008749,19.04815,17z/data=!3m1!4b1!4m6!3m5!1s0x4741dc15a2a68581:0x573f43fcc60b6616!8m2!3d47.5008749!4d19.04815!16s%2Fg%2F11x7909z_7?hl=en&entry=ttu&g_ep=EgoyMDI2MDkxMy4wIKXMDSoASAFQAw%3D%3D"
Szivar Torony City Bt,DKE1700000095,1051 Budapest 05. ker. Hercegprímás utca 2.,2013.07.01,2033.06.30,47.5018514,19.0526753,ok,Belváros-Lipótváros Health Service (BLESZ),"https://www.google.com/maps/place/Belv%C3%A1ros-Lip%C3%B3tv%C3%A1ros+Health+Service+(BLESZ)/@47.5018514,19.0526753,17z/data=!3m1!4b1!4m6!3m5!1s0x4741dc14d114cb85:0x5f2b0e8d3c1cf16b!8m2!3d47.5018514!4d19.0526753!16s%2Fg%2F1tfkv2db?hl=en&entry=ttu&g_ep=EgoyMDI2MDkxMy4wIKXMDSoASAFQAw%3D%3D"
Szivar Torony City Bt,DKE1700000135,1052 Budapest 05. ker. Régiposta utca 7-9.,2013.07.01,2033.06.30,,,no_place,,"https://www.google.com/maps/search/1052+Budapest+05.+ker.+R%C3%A9giposta+utca+7-9./@47.4944335,19.0521681,17z/data=!3m1!4b1?hl=en&entry=ttu&g_ep=EgoyMDI2MDkxMy4wIKXMDSoASAFQAw%3D%3D"
Szivar Torony City Bt,DKE1700000136,1051 Budapest 05. ker. Erzsébet tér 7-8,2013.07.01,2033.06.30,47.497422,19.0522362,ok,Kempinski Hotel Corvinus Budapest,"https://www.google.com/maps/place/Kempinski+Hotel+Corvinus+Budapest/@47.497422,19.0522362,17z/data=!4m9!3m8!1s0x4741dc406a72794b:0x40a9da3d7bb17384!5m2!4m1!1i2!8m2!3d47.497422!4d19.0522362!16s%2Fm%2F0gjb1z1?hl=en&entry=ttu&g_ep=EgoyMDI2MDkxMy4wIKXMDSoASAFQAw%3D%3D"
Szivar Torony City Bt,DKE1700000245,1052 Budapest 05. ker. Ferenciek tere 10.,2013.10.03,2033.06.30,47.4933174,19.05524,ok,Cinema Mystica Budapest,"https://www.google.com/maps/place/Cinema+Mystica+Budapest/@47.4933174,19.05524,17z/data=!3m1!4b1!4m6!3m5!1s0x4741dd14b3bbb5d3:0x54d46456a777d4c7!8m2!3d47.4933174!4d19.05524!16s%2Fg%2F11kqf0lfcj?hl=en&entry=ttu&g_ep=EgoyMDI2MDkxMy4wIKXMDSoASAFQAw%3D%3D"
Szivar Torony River Bt.,DKE1700000111,1052 Budapest 05. ker. Deák tér metróállomás felszíni csarnok,2013.07.01,2033.06.30,,,no_place,,"https://www.google.com/maps/search/1052+Budapest+05.+ker.+De%C3%A1k+t%C3%A9r+metr%C3%B3%C3%A1llom%C3%A1s+felsz%C3%ADni+csarnok/@47.4971683,19.0532573,18z/data=!3m1!4b1?hl=en&entry=ttu&g_ep=EgoyMDI2MDkxMy4wIKXMDSoASAFQAw%3D%3D"
Szondi Trafik Bt.,DKE1600000244,1063 Budapest 06. ker. Izabella utca 81.,2013.07.01,2033.06.30,47.510154,19.0642053,ok,"Budapest, Izabella u. 81, 1064 Hungary","https://www.google.com/maps/place/Budapest,+Izabella+u.+81,+1064+Hungary/@47.510154,19.0642053,17z/data=!3m1!4b1!4m6!3m5!1s0x4741dc73b737b695:0x9c2448f314ce9b9e!8m2!3d47.510154!4d19.0642053!16s%2Fg%2F11csm2qg1x?hl=en&entry=ttu&g_ep=EgoyMDI2MDkxMy4wIKXMDSoASAFQAw%3D%3D"
Sztanó és Társa Bt.,DKE1600000128,1088 Budapest 08. ker. Rákóczi út 1-3.,2013.07.01,2033.06.30,47.494195,19.0607639,ok,"Budapest, Rákóczi út 1 3, 1088 Hungary","https://www.google.com/maps/place/Budapest,+R%C3%A1k%C3%B3czi+%C3%BAt+1+3,+1088+Hungary/@47.494195,19.0607639,17z/data=!3m1!4b1!4m6!3m5!1s0x4741dc4317a0366b:0x5263cabdcdca4916!8m2!3d47.494195!4d19.0607639!16s%2Fg%2F11q2nbz2_1?hl=en&entry=ttu&g_ep=EgoyMDI2MDkxMy4wIKXMDSoASAFQAw%3D%3D"
Sztanó és Társa Bt.,DKE1600000159,1067 Budapest 06. ker. Hunyadi tér 2.,2013.07.01,2033.06.30,47.5057228,19.0661461,ok,"Budapest, Hunyadi tér 2, 1067 Hungary","https://www.google.com/maps/place/Budapest,+Hunyadi+t%C3%A9r+2,+1067+Hungary/@47.5057228,19.0661461,17z/data=!3m1!4b1!4m6!3m5!1s0x4741dc6e37092d51:0x98e53366ce9c7de6!8m2!3d47.5057228!4d19.0661461!16s%2Fg%2F11zcgq787r?hl=en&entry=ttu&g_ep=EgoyMDI2MDkxMy4wIKXMDSoASAFQAw%3D%3D"
Szulimán Tobacco Bt,DKE1600000149,1073 Budapest 07. ker. Dob utca 66.,2013.07.01,2033.06.30,47.5023218,19.0676122,ok,"Budapest, Dob u. 66, 1073 Hungary","https://www.google.com/maps/place/Budapest,+Dob+u.+66,+1073+Hungary/@47.5023218,19.0676122,17z/data=!3m1!4b1!4m6!3m5!1s0x4741dc6f5ca6f82d:0xfddc02c5221aa9d8!8m2!3d47.5023218!4d19.0676122!16s%2Fg%2F11fsvkcc7g?hl=en&entry=ttu&g_ep=EgoyMDI2MDkxMy4wIKXMDSoASAFQAw%3D%3D"
Szulimán Tobacco Bt,DKE1600000258,"1146 Budapest, Kacsóh Pongrác út 9-23.",2023.02.17,2033.06.30,47.5186864,19.0869296,ok,"Budapest, Kacsóh Pongrác út 9, 1146 Hungary","https://www.google.com/maps/place/Budapest,+Kacs%C3%B3h+Pongr%C3%A1c+%C3%BAt+9,+1146+Hungary/@47.5186864,19.0869296,17z/data=!3m1!4b1!4m5!3m4!1s0x4741db8402d08ef5:0xeda8f3ebb31e7202!8m2!3d47.5186864!4d19.0869296?hl=en&entry=ttu&g_ep=EgoyMDI2MDkxMy4wIKXMDSoASAFQAw%3D%3D"
Szulimán Tobacco Bt,DKE1700000128,1136 Budapest 13. ker. Hollán Ernő utca 4.,2013.07.01,2033.06.30,47.513452,19.0493705,ok,"Budapest, Hollán Ernő u. 4, 1136 Hungary","https://www.google.com/maps/place/Budapest,+Holl%C3%A1n+Ern%C5%91+u.+4,+1136+Hungary/@47.513452,19.0493705,17z/data=!3m1!4b1!4m6!3m5!1s0x4741dc0f22abfbfd:0xf8e9aa773c00c2e7!8m2!3d47.513452!4d19.0493705!16s%2Fg%2F11p5tqn3n4?hl=en&entry=ttu&g_ep=EgoyMDI2MDkxMy4wIKXMDSoASAFQAw%3D%3D"
Tabac 4 You Bt.,DKE1700000160,"1034 Budapest, Szentlélek tér 3.",2021.11.22,2033.06.30,47.5400233,19.0468057,ok,"Budapest, Szentlélek tér 3, 1033 Hungary","https://www.google.com/maps/place/Budapest,+Szentl%C3%A9lek+t%C3%A9r+3,+1033+Hungary/@47.5400233,19.0468057,17z/data=!3m1!4b1!4m6!3m5!1s0x4741d95fd22337c3:0x454bf8b2e4d7e040!8m2!3d47.5400233!4d19.0468057!16s%2Fg%2F11j6zkzgtt?hl=en&entry=ttu&g_ep=EgoyMDI2MDkxMy4wIKXMDSoASAFQAw%3D%3D"
Tabac 4 You Bt.,DKE1700000115,"1033 Budapest, Szentendrei út 95.",2022.08.17,2033.06.30,47.5557879,19.0477072,ok,"Budapest, Szentendrei út 95, 1033 Hungary","https://www.google.com/maps/place/Budapest,+Szentendrei+%C3%BAt+95,+1033+Hungary/@47.5557879,19.0477072,17z/data=!3m1!4b1!4m6!3m5!1s0x4741d979f5c02305:0x1de4979e6af61e4e!8m2!3d47.5557879!4d19.0477072!16s%2Fg%2F11j6zk7xgf?hl=en&entry=ttu&g_ep=EgoyMDI2MDkxMy4wIKXMDSoASAFQAw%3D%3D"
Tabac and More Bt.,DKE1600000229,1075 Budapest 07. ker. Károly körút 21.,2013.07.01,2033.06.30,47.4974948,19.0559831,ok,Broadway Jegyiroda,"https://www.google.com/maps/place/Broadway+Jegyiroda/@47.4974948,19.0559831,17z/data=!3m1!4b1!4m6!3m5!1s0x4741dc41e91803f5:0xe86cd2638942757a!8m2!3d47.4974948!4d19.0559831!16s%2Fg%2F11bxdsdl6n?hl=en&entry=ttu&g_ep=EgoyMDI2MDkxMy4wIKXMDSoASAFQAw%3D%3D"
Tabak 17 Hungary Bt,DKE1600000111,1173 Budapest 17. ker. Kaszáló utca 47.,2013.07.01,2033.06.30,47.4820345,19.2553827,ok,"Budapest, Kaszáló u. 47, 1173 Hungary","https://www.google.com/maps/place/Budapest,+Kasz%C3%A1l%C3%B3+u.+47,+1173+Hungary/@47.4820345,19.2553827,17z/data=!3m1!4b1!4m6!3m5!1s0x4741c1537b8197d7:0x1c298f6908aad810!8m2!3d47.4820345!4d19.2553827!16s%2Fg%2F11tp86dp1b?hl=en&entry=ttu&g_ep=EgoyMDI2MDkxMy4wIKXMDSoASAFQAw%3D%3D"
Tabak 17 Hungary Bt.,DKE1600000113,"1173 Budapest, Pesti út 169.",2026.07.10,2033.06.30,47.4794569,19.255137,ok,"Budapest, Pesti út 169, 1173 Hungary","https://www.google.com/maps/place/Budapest,+Pesti+%C3%BAt+169,+1173+Hungary/@47.4794569,19.255137,17z/data=!3m1!4b1!4m6!3m5!1s0x4741c153ddcec043:0x42463ff773189ec7!8m2!3d47.4794569!4d19.255137!16s%2Fg%2F11csnfjq70?hl=en&entry=ttu&g_ep=EgoyMDI2MDkxMy4wIKXMDSoASAFQAw%3D%3D"
Tabák Bt,DKE1700000063,1131 Budapest 13. ker. Váci út 141-143.,2013.07.01,2033.06.30,47.536238,19.070995,ok,"Budapest, Váci út 141-143, 1139 Hungary","https://www.google.com/maps/place/Budapest,+V%C3%A1ci+%C3%BAt+141-143,+1139+Hungary/@47.536238,19.070995,17z/data=!3m1!4b1!4m6!3m5!1s0x4741dbea09098541:0xc1ad55cefc92134d!8m2!3d47.536238!4d19.070995!16s%2Fg%2F11zwpcpdbj?hl=en&entry=ttu&g_ep=EgoyMDI2MDkxMy4wIKXMDSoASAFQAw%3D%3D"
Tabák Bt,DKE1700000072,1138 Budapest 13. ker. Váci út 178.,2013.07.01,2033.06.30,47.5502616,19.0727555,ok,"Budapest, Váci út 178, 1138 Hungary","https://www.google.com/maps/place/Budapest,+V%C3%A1ci+%C3%BAt+178,+1138+Hungary/@47.5502616,19.0727555,17z/data=!3m1!4b1!4m6!3m5!1s0x4741dbce37489b99:0xc1b0b66ca91c2e9b!8m2!3d47.5502616!4d19.0727555!16s%2Fg%2F11c2d3_v4x?hl=en&entry=ttu&g_ep=EgoyMDI2MDkxMy4wIKXMDSoASAFQAw%3D%3D"
Tabak Via Hungary Bt,DKE1010000323,1181 Budapest 18. ker. Baross utca 50.,2014.10.09,2034.09.23,47.4383028,19.1718314,ok,"Budapest, Baross u. 50, 1181 Hungary","https://www.google.com/maps/place/Budapest,+Baross+u.+50,+1181+Hungary/@47.4383028,19.1718314,17z/data=!3m1!4b1!4m6!3m5!1s0x4741c25d4e12d4bf:0xd1f713ee05723366!8m2!3d47.4383028!4d19.1718314!16s%2Fg%2F11pw2tygf2?hl=en&entry=ttu&g_ep=EgoyMDI2MDkxMy4wIKXMDSoASAFQAw%3D%3D"
Tájpex Tabak Bt,DKE1010000245,1195 Budapest 19. ker. Üllői út 248,2013.07.01,2033.06.30,47.4550066,19.1526255,ok,"Budapest, Üllői út 248, 1193 Hungary","https://www.google.com/maps/place/Budapest,+%C3%9Cll%C5%91i+%C3%BAt+248,+1193+Hungary/@47.4550066,19.1526255,17z/data=!3m1!4b1!4m6!3m5!1s0x4741c2e4bfa3f3f5:0x1b8a40cb97a275c8!8m2!3d47.4550066!4d19.1526255!16s%2Fg%2F11zg96zhj6?hl=en&entry=ttu&g_ep=EgoyMDI2MDkxMy4wIKXMDSoASAFQAw%3D%3D"
Tájpex Tabak Bt,DKE1600000203,"1171 Budapest, Kispajtás utca 1.",2022.05.03,2033.06.30,47.471636,19.2840411,ok,"Budapest, Kispajtás u. 1, 1171 Hungary","https://www.google.com/maps/place/Budapest,+Kispajt%C3%A1s+u.+1,+1171+Hungary/@47.471636,19.2840411,17z/data=!3m1!4b1!4m6!3m5!1s0x4741c131d2f15cad:0xbade71a9e34438e!8m2!3d47.471636!4d19.2840411!16s%2Fg%2F11yx0mq2c9?hl=en&entry=ttu&g_ep=EgoyMDI2MDkxMy4wIKXMDSoASAFQAw%3D%3D"
Tajti Trafik Bt.,DKE1600000006,"1103 Budapest, Gergely utca 38.",2022.12.15,2033.06.30,47.4771951,19.1391087,ok,"Budapest, Gergely u. 38, 1103 Hungary","https://www.google.com/maps/place/Budapest,+Gergely+u.+38,+1103+Hungary/@47.4771951,19.1391087,17z/data=!3m1!4b1!4m6!3m5!1s0x4741c33090c8f14b:0xb576a6df4c866fec!8m2!3d47.4771951!4d19.1391087!16s%2Fg%2F11cshcwcwb?hl=en&entry=ttu&g_ep=EgoyMDI2MDkxMy4wIKXMDSoASAFQAw%3D%3D"
Tajti Zoltán,DKE1600000053,"1103 Budapest, Gyömrői út 48.",2025.10.01,2033.06.30,47.4702055,19.1441589,ok,"Budapest, Gyömrői út 48, 1103 Hungary","https://www.google.com/maps/place/Budapest,+Gy%C3%B6mr%C5%91i+%C3%BAt+48,+1103+Hungary/@47.4702055,19.1441589,17z/data=!3m1!4b1!4m6!3m5!1s0x4741c3239e5fdbe9:0x5b74337e0a654652!8m2!3d47.4702055!4d19.1441589!16s%2Fg%2F11fwhmc6gk?hl=en&entry=ttu&g_ep=EgoyMDI2MDkxMy4wIKXMDSoASAFQAw%3D%3D"
Tálas Trafik Bt,DKE1010000022,1181 Budapest 18. ker. Margó Tivadar utca 9.,2013.07.01,2033.06.30,47.4465963,19.1679009,ok,"Budapest, Margó Tivadar u. 9, 1181 Hungary","https://www.google.com/maps/place/Budapest,+Marg%C3%B3+Tivadar+u.+9,+1181+Hungary/@47.4465963,19.1679009,17z/data=!3m1!4b1!4m6!3m5!1s0x4741c259baa8ad13:0x3edf0eb9e7828640!8m2!3d47.4465963!4d19.1679009!16s%2Fg%2F11fsw9xv9f?hl=en&entry=ttu&g_ep=EgoyMDI2MDkxMy4wIKXMDSoASAFQAw%3D%3D"
Tálas Trafik Bt,DKE1600000036,1083 Budapest 08. ker. Illés utca 22.,2013.07.01,2033.06.30,47.4860499,19.0856765,ok,"Budapest, Illés u. 22, 1083 Hungary","https://www.google.com/maps/place/Budapest,+Ill%C3%A9s+u.+22,+1083+Hungary/@47.4860499,19.0856765,17z/data=!3m1!4b1!4m6!3m5!1s0x4741dcf1cf1ca511:0x241c78eeda48cb4f!8m2!3d47.4860499!4d19.0856765!16s%2Fg%2F11pzt4wbl3?hl=en&entry=ttu&g_ep=EgoyMDI2MDkxMy4wIKXMDSoASAFQAw%3D%3D"
Tálas Trafik Bt.,DKE1010000078,"1194 Budapest, Hofherr Albert utca 42.",2024.11.20,2033.06.30,47.4371991,19.1456002,ok,"Budapest, Hofherr Albert u. 42, 1194 Hungary","https://www.google.com/maps/place/Budapest,+Hofherr+Albert+u.+42,+1194+Hungary/@47.4371991,19.1456002,17z/data=!3m1!4b1!4m6!3m5!1s0x4741c28e83eed34b:0x3bbfe1ea4fab20ec!8m2!3d47.4371991!4d19.1456002!16s%2Fg%2F11jn4d43bm?hl=en&entry=ttu&g_ep=EgoyMDI2MDkxMy4wIKXMDSoASAFQAw%3D%3D"
Talent Service Betéti Társaság,DKE1600000323,"1173 Budapest, Pesti út 2.",2023.01.16,2034.08.31,47.4853998,19.2233823,ok,"Budapest, Pesti út 2, 1173 Hungary","https://www.google.com/maps/place/Budapest,+Pesti+%C3%BAt+2,+1173+Hungary/@47.4853998,19.2233823,17z/data=!3m1!4b1!4m6!3m5!1s0x4741c3f488d0dcf5:0x3a8440a85de44e4f!8m2!3d47.4853998!4d19.2233823!16s%2Fg%2F11j8wbfn0d?hl=en&entry=ttu&g_ep=EgoyMDI2MDkxMy4wIKXMDSoASAFQAw%3D%3D"
