Name,License Number,Address,Start of Validity,End of Validity,Latitude,Longitude
Tabák Bt,DKE1700000072,1138 Budapest 13. ker. Váci út 178.,2013.07.01,2033.06.30,47.5491218,19.0726388
Tabak Via Hungary Bt,DKE1010000323,1181 Budapest 18. ker. Baross utca 50.,2014.10.09,2034.09.23,47.4382723,19.1718185
Tájpex Tabak Bt,DKE1010000245,1195 Budapest 19. ker. Üllői út 248,2013.07.01,2033.06.30,47.45517,19.15263
Tájpex Tabak Bt,DKE1600000203,"1171 Budapest, Kispajtás utca 1.",2022.05.03,2033.06.30,47.4718861,19.2843351
Tajti Trafik Bt.,DKE1600000006,"1103 Budapest, Gergely utca 38.",2022.12.15,2033.06.30,47.477266,19.1390231
Tajti Zoltán,DKE1600000053,"1103 Budapest, Gyömrői út 48.",2025.10.01,2033.06.30,47.4605807,19.1699126
Tálas Trafik Bt,DKE1010000022,1181 Budapest 18. ker. Margó Tivadar utca 9.,2013.07.01,2033.06.30,47.4465974,19.1679389
Tálas Trafik Bt,DKE1600000036,1083 Budapest 08. ker. Illés utca 22.,2013.07.01,2033.06.30,47.4860097,19.0854003
Tálas Trafik Bt.,DKE1010000078,"1194 Budapest, Hofherr Albert utca 42.",2024.11.20,2033.06.30,47.4372615,19.1450491
Talent Service Betéti Társaság,DKE1600000323,"1173 Budapest, Pesti út 2.",2023.01.16,2034.08.31,47.4855536,19.2250458
Táltos Hungary 2000 Bt,DKE1600000238,1154 Budapest 15. ker. Széchenyi utca 2.,2013.07.01,2033.06.30,47.4603871,19.1367029
Tanács Istvánné,DKE1700000053,1046 Budapest 04. ker. Szent Imre utca 1.,2013.07.01,2033.06.30,47.5667342,19.0974547
Tason Cigarette Bt,DKE1600000215,1072 Budapest 07. ker. Rákóczi út 6.,2013.07.01,2033.06.30,47.4950798,19.0611428
Tason Cigarette Bt,DKE1600000240,1071 Budapest 07. ker. Wesselényi utca 2.,2013.07.01,2033.06.30,47.4961317,19.0597987
Tason Cigarette Bt,DKE1600000271,1082 Budapest 08. ker. Baross utca 96. fsz. 4.,2013.07.01,2033.06.30,47.4893507,19.0786054
Természetes Hang Bt,DKE1010000129,1188 Budapest 18. ker. Nagykőrösi út 5/B.,2013.07.01,2033.06.30,47.4123999,19.1748003
Természetes Hang Bt,DKE1010000131,1183 Budapest 18. ker. Nefelejcs utca 89/A,2013.07.01,2033.06.30,47.4471883,19.1907155
Természetes Hang Bt,DKE1010000133,1184 Budapest 18. ker. Üllői út 440-442.,2013.07.01,2033.06.30,47.4404538,19.1856359
Természetes Hang Bt,DKE1010000135,1186 Budapest 18. ker. Goroszló utca 4.,2013.07.01,2033.06.30,47.430282,19.1746191
Természetes Hang Bt,DKE1010000136,1186 Budapest 18. ker. Méta   156140/16,2013.07.01,2033.06.30,47.4264919,19.161476
Ternes Ágnes,DKE1600000106,1106 Budapest 10. ker. Maglódi út 17.,2013.07.01,2033.06.30,47.4859148,19.1534022
The Tobacconist Bt,DKE1700000030,1024 Budapest 02. ker. Lövőház utca 17.,2013.07.01,2033.06.30,47.5097722,19.0250494
The Tobacconist Bt,DKE1700000125,1027 Budapest 02. ker. Csalogány utca 53,2013.07.01,2033.06.30,47.5083203,19.0285727
Tibaco Gold Bt,DKE1010000065,1191 Budapest 19. ker. József Attila utca 57-63.,2013.07.01,2033.06.30,47.4558766,19.1422951
Tinadri Bt,DKE1600000201,"1148 Budapest, Fogarasi utca 18.",2023.03.07,2033.06.30,47.4038975,19.0850284
Tinadri Bt,DKE1700000116,"1048 Budapest, Óceánárok utca 5.",2023.03.07,2033.06.30,47.57908,19.11458
Tisza Trafik Bt,DKE5110000041,6723 Szeged Budapesti körút 1.,2013.07.01,2033.06.30,46.267224,20.1677717
Tobacco Heaven Bt,DKE1600000255,"1062 Budapest, Andrássy út 84.",2022.07.15,2033.06.30,47.5090376,19.0684859
Tobacco Leaves Bt,DKE1600000283,1061 Budapest 06. ker. Anker köz 1-3.,2013.07.01,2033.06.30,47.4980823,19.0550881
Tobacco Leaves Bt,DKE1600000287,1165 Budapest 16. ker. Jókai Mór utca 2.,2013.07.01,2033.06.30,47.5105724,19.1909321
Tobacco Leaves Bt,DKE1600000291,1157 Budapest 15. ker. Legénybíró utca 2.,2013.07.01,2033.06.30,47.5405736,19.1417147
Tobacco Shop Bt,DKE1600000061,1061 Budapest 06. ker. Király   28.,2013.07.01,2033.06.30,47.499939,19.0590654
Tobacco World Bt,DKE1700000158,"1138 Budapest, Váci út 134/C.",2023.10.27,2033.06.30,47.5350365,19.0674119
Tobacco World Bt.,DKE1700000157,"1137 Budapest, Szent István körút 12.",2024.01.05,2033.06.30,47.5127135,19.0508724
Tobacconist Trade Bt,DKE1010000279,1118 Budapest 11. ker. Budaörsi út 115.,2013.07.01,2033.06.30,47.4673564,19.0163548
Tobacconist Trade Bt,DKE1600000292,1071 Budapest 07. ker. Damjanich utca 32.,2013.07.01,2033.06.30,47.5078954,19.0783952
Tobacconist Trade Bt,DKE1600000294,1146 Budapest 14. ker. Thököly utca 151/c.,2013.07.01,2033.06.30,47.5218259,19.1486506
Tobakko Magyar Dohány Bt,DKE1600000074,1162 Budapest 16. ker. Budapesti út 119/D,2013.07.01,2033.06.30,47.5228027,19.1855988
Tobakko Magyar Dohány Bt,DKE1600000104,1162 Budapest 16. ker. Szlovák út 82.,2013.07.01,2033.06.30,47.5335929,19.1845708
Tomore Trafik bt,DKE1010000214,1111 Budapest 11. ker. Móricz Zsigmond körtér 2,2013.07.01,2033.06.30,47.4781101,19.0475704
Tomore Trafik bt,DKE1010000264,1111 Budapest 11. ker. Karinthy Frigyes út 4/6,2013.07.01,2033.06.30,47.4777605,19.0488838
Tomore Trafik bt,DKE1010000291,1115 Budapest 11. ker. Etele tér 5.,2013.07.01,2033.06.30,47.4656931,19.0229056
Törőpex Dohány Bt,DKE1010000292,1191 Budapest 19. ker. M3 metróvonal Kőbánya-Kispest állomás,2013.07.01,2033.06.30,,
Törőpex Dohány Bt,DKE1700000188,1042 Budapest 04. ker. Rózsa utca Munkásotthon utca sarok,2013.07.01,2033.06.30,,
Tótász Pipa Bt,DKE1600000259,"1077 Budapest, Bethlen Gábor utca 8.",2022.11.30,2033.06.30,47.5016576,19.0809748
Tóth Ágnes,DKE1600000068,1084 Budapest 08. ker. József körút 48.,2013.07.01,2033.06.30,47.4900255,19.0711182
Touluol Bt,DKE1700000100,1131 Budapest 13. ker. Szent László utca 152.,2013.07.01,2033.06.30,47.4223777,19.1250795
Traficum Bt,DKE5110000191,"6723 Szeged, Budapesti körút 38.",2022.07.13,2033.06.30,46.2728915,20.1603547
Trafik 4 You Bt.,DKE1700000021,1043 Budapest 04. ker. Berda József utca 50-54.,2013.07.01,2033.06.30,47.5562054,19.0852511
Trafik 4 You Bt.,DKE1700000022,1047 Budapest 04. ker. Attila utca 12-18. A épület fszt. 4.,2013.07.01,2033.06.30,47.5729124,19.0947174
Trafik Akumal Bt.,DKE1600000302,"1142 Budapest, Erzsébet királyné útja 60. B. ép.",2024.02.02,2033.06.30,47.5327393,19.1107884
Trafik Akumal Bt.,DKE1600000325,"1143 Budapest, Ilka utca 25.",2024.02.02,2033.06.30,47.5081994,19.0984849
Trafik Akumal Bt.,DKE1600000326,1142 Budapest 14. ker. Nagy Lajos Király 82/B,2016.04.22,2033.06.30,47.5119623,19.1244021
Trafik Holding Bt.,DKE1010000188,"1191 Budapest, Határ út M3 metrómegálló 150. üzlet",2026.07.22,2033.06.30,,
Trafik Holding Bt.,DKE1700000092,"1039 Budapest, Rákóczi utca 36.",2022.01.14,2033.06.30,47.5812271,19.0499247
Trafik Trend Bt,DKE1010000036,1096 Budapest 09. ker. Viola utca 35. 8/B.,2013.07.01,2033.06.30,47.4816326,19.0761885
Trafik Trend Bt.,DKE1010000040,"1195 Budapest, Városház tér 6.",2026.01.12,2033.06.30,47.4273877,19.0400622
Trafik Város Bt,DKE1010000295,"1097 Budapest, 38236/202. hrsz.",2025.03.27,2033.06.30,47.4978789,19.0402383
Trafik Város Bt,DKE1010000305,1098 Budapest 09. ker. Napfény utca 2.,2013.07.01,2033.06.30,47.4633741,19.1153395
Trafik Város Bt,DKE1010000306,1097 Budapest 09. ker. Mester utca 22.,2013.07.01,2033.06.30,47.4806769,19.070761
TRAFIK VÁROS Bt.,DKE1010000315,"1097 Budapest, Illatos út 1.",2022.02.02,2033.06.30,47.4550324,19.1010363
Trafik-System Dél Bt.,DKE1600000301,"1064 Budapest, Vörösmarty utca 63.",2023.02.17,2033.06.30,47.5097218,19.0630381
Trafikál Trade Bt,DKE1010000224,1113 Budapest 11. ker. Karolina út 37/a,2013.07.01,2033.06.30,47.4779559,19.031664
Trafikál Trade Bt,DKE1600000218,1106 Budapest 10. ker. Kerepesi   73.,2013.07.01,2033.06.30,47.50469,19.15082
Trafikárium Bt.,DKE1010000241,"1117 Budapest, Hengermalom út 16.",2025.10.01,2033.06.30,47.4620357,19.0472123
Trafikárium Bt.,DKE1010000256,"1116 Budapest, XI.ker 43903/2/A/28. címképzés alatt",2023.01.23,2033.06.30,47.5093347,19.0378502
Trafikárium Bt.,DKE1010000278,"1119 Budapest, Etele út 32.",2023.01.23,2033.06.30,47.4629616,19.0357019
Trafikárium Bt.,DKE1700000159,"1032 Budapest, Kiscelli utca 2.",2023.01.23,2033.06.30,47.5389186,19.0390974
Trafikárium Tabak Bt.,DKE1010000226,1212 Budapest 21. ker. Szebeni utca 2.,2013.07.01,2033.06.30,47.4203202,19.0735118
Trafikárium Tabak Bt.,DKE1010000281,"1185 Budapest, BUD
 Nemzetközi Repülőtér T 2 A
 1.106 üzlet (érkezési szint)",2024.07.13,2033.06.30,,
Trafikárium Tabak Bt.,DKE1700000101,1048 Budapest 04. ker. Megyeri út 205. C ép.,2013.07.01,2033.06.30,47.5939294,19.1136692
Trafikmax Bt.,DKE1700000113,"1039 Budapest, Csobánka tér 3.",2021.11.29,2033.06.30,47.59879,19.05222
Trafikmax Bt.,DKE1700000114,"1033 Budapest, Zab utca 10.",2026.08.17,2033.06.30,47.5537621,19.0415155
Trafikon Tobacco Bt.,DKE1010000137,1092 Budapest 09. ker. Bakáts tér 2.,2013.07.01,2033.06.30,47.4827489,19.0660808
Trafikoord Sales Bt.,DKE1600000188,"1082 Budapest, Baross utca 70-72.",2022.06.10,2033.06.30,47.4897054,19.0764143
Trafikoord Sales Bt.,DKE1600000190,"1076 Budapest, Garay tér 3-4.",2022.06.10,2033.06.30,47.503821,19.084932
Trio M3 Kereskedelmi Bt,DKE1600000317,1171 Budapest 17. ker. Péceli út 147.,2014.10.15,2034.08.26,47.4915674,19.2957259
Triola-Trafik Bt,DKE1600000046,1154 Budapest 15. ker. Bezerédi Pál utca 136.,2013.07.01,2033.06.30,,
Tsmith Dohány Bt,DKE1700000241,"1138 Budapest, Váci út 165.",2023.04.12,2033.06.30,47.551185,19.0745154
Tubak Trafik Bt,DKE1600000059,1163 Budapest 16. ker. Veres Péter utca 15/c.,2013.07.01,2033.06.30,47.5135015,19.1994922
Tündi Trafik Bt.,DKE1010000219,"1117 Budapest, Völgycsillag utca 2.",2026.01.30,2033.06.30,47.4677956,19.0560959
Tündi Trafik Bt.,DKE1700000189,"1039 Budapest, Szentendrei út 251-253",2023.01.30,2033.06.30,47.5805435,19.0484034
Tűzsugár Bt.,DKE8310000027,3104 Salgótarján Budapesti út 6363 hrsz.,2013.07.01,2033.06.30,48.0644506,19.7825358
Ugra Szivar Bt.,DKE1600000278,"1144 Budapest, Szentmihályi út 23.",2022.09.22,2033.06.30,47.5091972,19.1492602
Unger-Dohány Bt.,DKE1600000180,"1072 Budapest, Akácfa utca 16.",2021.11.22,2033.06.30,47.4982375,19.067641
UPA Dohánybolt Bt,DKE1600000141,1174 Budapest 17. ker. Baross utca 2.,2013.07.01,2033.06.30,47.4678676,19.2442122
Urmily Dohány Bt,DKE1600000289,1077 Budapest 07. ker. Király utca 91.,2013.07.01,2033.06.30,47.5056337,19.0697456
USAYER Trafik Bt.,DKE1010000208,1117 Budapest 11. ker. Budafoki út 113.,2013.07.01,2033.06.30,47.4619522,19.0519852
USAYER Trafik Bt.,DKE1010000209,1116 Budapest 11. ker. Fehérvári út 118/A,2013.07.01,2033.06.30,47.4582753,19.0410356
Utry Zsanett Mónika,DKE1600000044,1103 Budapest 10. ker. Sibrik Miklós utca 23.,2013.07.01,2033.06.30,47.4684737,19.1557584
Uzoni Roland Tamás,DKE1600000142,"1104 Budapest, Sörgyár utca 75.",2023.03.23,2033.06.30,47.4788834,19.1588043
Uzoni Tamás,DKE1010000091,1118 Budapest 11. ker. Nagyszeben tér 2. Fsz.,2013.07.01,2033.06.30,47.4662268,19.0038315
Váradi András,DKE1600000210,1165 Budapest 16. ker. Újszász utca 45/B   G épület,2013.07.01,2033.06.30,47.5052033,19.1975464
Varázs Trafik Bt.,DKE1600000214,"1158 Budapest, Késmárk utca 7/B.",2025.09.28,2033.06.30,47.536683,19.1386541
Varnyú Csaba,DKE1600000084,"1086 Budapest, Karácsony Sándor utca 19. A. lph. fsz.",2023.11.10,2033.06.30,47.4909038,19.0848894
Vida János Lászlóné,DKE1700000036,1043 Budapest 04. ker. Nap   16.,2013.07.01,2033.06.30,47.5550075,19.0948337
Vida János Lászlóné,DKE1700000039,1039 Budapest 03. ker. Heltai Jenő tér 2.,2013.07.01,2033.06.30,47.5976203,19.0567728
Vident Tabak Bt.,DKE1010000216,1124 Budapest 12. ker. Kiss János altábornagy utca 50/a,2013.07.01,2033.06.30,47.4920489,19.0160993
Vident Tabak Bt.,DKE1010000246,1123 Budapest 12. ker. Alkotás utca 13.,2013.07.01,2033.06.30,47.498703,19.0236145
Vident Tabak Bt.,DKE1010000271,1184 Budapest 18. ker. Havanna utca 44,2013.07.01,2033.06.30,47.4394336,19.165275
Vident Tabak Bt.,DKE1010000285,1123 Budapest 12. ker. Alkotás utca 53.,2013.07.01,2033.06.30,47.4907769,19.0231462
Vident Tabak Bt.,DKE1010000286,1181 Budapest 18. ker. Csontváry utca 23.,2013.07.01,2033.06.30,47.4386006,19.1685653
Viktor Tobacco Bt.,DKE1010000097,"1213 Budapest, Szent István út 190/A.",2022.01.07,2033.06.30,47.4003606,19.0957691
Viktor Tobacco Bt.,DKE1010000117,1223 Budapest 22. ker. Közgazdász utca 4.,2013.07.01,2033.06.30,47.4087276,19.0157236
Vinos Trafik Bt.,DKE1010000157,1214 Budapest 21. ker. Nyírfa utca 27,2013.07.01,2033.06.30,47.4145306,19.0680135
Vinos Trafik Bt.,DKE1010000167,"1213 Budapest, Erdősor utca 133.",2013.08.15,2033.06.30,47.4085844,19.0730314
Virginia Dohány Bt,DKE1010000089,1221 Budapest 22. ker. Leányka utca 13.,2013.07.01,2033.06.30,47.4328549,19.0367418
Virginia Dohány Bt,DKE1010000116,1221 Budapest 22. ker. Arany János utca 55.,2013.07.01,2033.06.30,47.4296301,19.0205562
Virginia Tabak Bt.,DKE1010000320,1183 Budapest 18. ker. Balassa Bálint utca 2-10.,2013.07.04,2033.06.30,47.4427584,19.1842145
Vogt Trafik Bt,DKE1010000229,1201 Budapest 20. ker. Török Flóris utca 240.,2013.07.01,2033.06.30,47.4232608,19.1240783
Vogt Trafik Bt,DKE1010000230,1204 Budapest 20. ker. Orsolya utca 17.,2013.07.01,2033.06.30,47.428891,19.127252
Vogt Trafik Bt,DKE1010000231,1204 Budapest 20. ker. Tátra tér 1.,2013.07.01,2033.06.30,47.4413283,19.1130441
Vogt Trafik Bt,DKE1010000233,1204 Budapest 20. ker. Nagysándor József utca 59.,2013.07.01,2033.06.30,47.4357206,19.1094274
Völgy Tabak Shop Ker. Bt,DKE1010000084,1118 Budapest 11. ker. Gazdagréti tér 8.,2013.07.01,2033.06.30,47.4730483,18.9931073
VÖLGY TABAK-SHOP Bt.,DKE1010000113,"1122 Budapest, Krisztina körút 7.",2023.12.13,2033.06.30,47.5060471,19.0228311
Vsmith Tobacco Bt.,DKE1600000251,"1088 Budapest, Rákóczi út 25.",2019.03.27,2033.06.30,47.4953237,19.0657471
Vsmith Tobacco Bt.,DKE1700000163,1024 Budapest 02. ker. Margit körút 105.,2013.07.01,2033.06.30,47.5078221,19.0243111
Vsmith Tobacco Bt.,DKE1700000228,1024 Budapest 02. ker. Margit körút 50-52.,2013.07.01,2033.06.30,47.5107661,19.0319511
Vsmith Tobacco Bt.,DKE1700000233,1023 Budapest 02. ker. Frankel Leó   21-23.,2013.07.01,2033.06.30,47.5167244,19.0368039
Vudent Cigarette Bt.,DKE1010000250,1184 Budapest 18. ker. Üllői út 346.,2013.07.04,2033.06.30,47.4478721,19.1678536
Vudent Cigarette Bt.,DKE1010000253,1188 Budapest 18. ker. Alacskai út 3.,2013.07.05,2033.06.30,47.418921,19.2066091
Vudent Cigarette Bt.,DKE1010000270,"1181 Budapest, Gyömrői út 154444/2. Hrsz.",2023.10.26,2033.06.30,47.4579273,19.1760905
Vudent Cigarette Bt.,DKE1010000280,1188 Budapest 18. ker. Nagykőrösi út 73.,2013.07.04,2033.06.30,47.4123999,19.1748003
Vudent Cigarette Bt.,DKE1010000283,1124 Budapest 12. ker. Pagony utca 29.,2013.07.05,2033.06.30,47.4951926,19.0038117
We-Tassy Ker.Bt.,DKE1010000037,1192 Budapest 19. ker. Nádasdy utca 31.,2022.04.14,2033.06.30,47.4497258,19.1299713
Zácha Dohány Bt,DKE1010000200,1112 Budapest 11. ker. Budaörsi út 35.,2013.07.01,2033.06.30,47.4801762,19.0263819
Zácha Dohány Bt,DKE1010000268,1115 Budapest 11. ker. Kosztolányi Dezső tér 5.,2013.07.01,2033.06.30,47.4754473,19.0392981
Zácha Dohány Bt,DKE1010000299,1117 Budapest 11. ker. Október huszonharmadika utca 21. fsz.,2013.07.01,2033.06.30,47.4734715,19.0501977
Zácha Dohány Bt,DKE1600000223,1174 Budapest 17. ker. Kvasz András utca 27/C. 3.a,2013.07.01,2033.06.30,47.4707686,19.2282012
Zácha Dohány Bt,DKE1600000257,1173 Budapest 17. ker. Pesti út 16-18,2013.07.01,2033.06.30,47.4840545,19.2361843
Zália Dohány Bt,DKE1600000091,1073 Budapest 07. ker. Erzsébet körút 56.,2013.07.01,2033.06.30,47.5028969,19.0658309
Zália Dohány Bt,DKE1600000093,1064 Budapest 06. ker. Szondi utca 44/A,2013.07.01,2033.06.30,47.5114108,19.0657354
Zália Dohány Bt,DKE1600000096,1074 Budapest 07. ker. Király utca 67.,2013.07.01,2033.06.30,47.5036661,19.0664754
Zália Dohány Bt,DKE1600000097,1062 Budapest 06. ker. Oktogon tér 4.,2013.07.01,2033.06.30,47.505852,19.0635609
